,poi_id,poi_name,visit_count,hcode,hname1,hname2,hname3,cate_id,fullpath,catename,catetype,apicatename,adultflag,landmarkyn,name1,name2,name3,name4,name5,time_list,scores,reviews,categories,coord
2992,9141738,성천막국수,8,1123061000,서울특별시,동대문구,답십리2동,819.0,음식점>한식>국수,국수,C,음식점,N,N,음식점,한식,국수,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""11:30 ~ 20:30"",""dayOfWeek"":""월~토"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""15:00 ~ 17:00"",""dayOfWeek"":""월~금"",""timeEtc"":null}]}]","[5, 5, 5, 5, 5, 5, 4, 3, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","단순우직순수 !최고에요 ~,,와 진짜 딱 제 스타일이에요. 저는 새콤한 국물은 별로 안좋아하거든요 근데 여긴 정말 쿰쿰한! 그런 국물이에요 군내나는 짠지!ㅋㅋㅋ 저는 너무 좋은데 평소 물/비빔 중에 물 좋아하는 제 남편은 군내가 너무 쎄다고 차라리 비빔이 낫다고 하네요 ㅎㅎ 저는 원래 비빔파인데 이 집은 물! 무조건 물!! 제육도 너무 잘 삶아졌네요❤️ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ이 날 이후 주 1회 방문 중이에요ㅋㅋㅋ 군내 너무 쎄다던 남편도 결국 물막 홀릭에 동참중입니다❤️ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ작년에 이어 올해도 주1회 방문 중....ㅋㅋㅋ작년보다 1000원 올랐지만 날 막을 순 없음!'23 8/14-19 휴가랍니다. 헛걸음 안하시길!,물막에 한 번 빠지면 계속 갈 수밖에 없는 맛집,사랑해여 흑흑흑흑,(재방문)별4>별5먹으면 먹을수록 더 생각남다만 물보단 비빔 추천참 무난한 맛인데가끔 생각남마성의 매력이 있음,,비빔 드삼,물막국수와 제육(이라쓰고 수육으로 읽어야함)특출난 맛은 아니며 동치미의 쿰쿰한 맛과 면이 나쁘진 않음면의 밀가루 비중이 높아서 메밀막국수를 기대하면 실망이 클 것제일 인상깊었던건 각자 양념쳐서 곁들인 무절임,:) 이렇게 중독성 강한 막국수는 처음 먹어봅니다. 제육과의 조합은 파라다이스 그 자체입니다. 말이 필요없는 맛집,최고의 막국수 앤 제육!아무런 기대 없이 들어갔다가,,기억에 남는 맛집이 되었어요비빔막국수의 고소함과 제육의 부드러움이 아주 조화로워요따뜻한 면수를 컵에 따라주시는데,. 막국수 때리고 입가심으로 기가 막힙니다,비빔막국수: 그야말로 비벼먹는 장과 참기름+간장. 국수가 전부! 하지만 맛은 천국! 매일 먹어도 질리지 않을듯,의심의 여지없이 찐맛집,호불호 갈릴수도 있는 맛인데 저는 맛있었어요,잊을수없어요..진짜 또 먹고싶은데부산사람 웁니다,최고에요,맛있네요 비빔은 사실 특별한맛은아니지만(맛없다는게 아니라  어디서든 먹을수있는맛 이라고 생각함)물막국수는 진짜 강원도온줄알았습니다 일하시는분들도 다 친절하시고 ..맛없다고하시는분들은 여기를욕하지말고 성시경씨를 욕하세요!,이미 유명한 맛집ㅠㅠ 너무너무 맛있었어요!! 자꾸 생각날 것 같은 맛!,모두 다 완벽한 맛. 그 자체,혼밥셋트 물막국수 + 수육,갈수록 더 맛있는 집이에요. 깔끔하고 맛있고 친절합니다. 주차는 하기 어려워서 버스 타고 가는데, 술 마시고 올 수 있어서 오히려 좋아요.","['음식점', '한식', '국수']","['37.56988437438424', '127.05780878599663']"
2993,16989715,고성막국수,19,1150064100,서울특별시,강서구,방화3동,819.0,음식점>한식>국수,국수,C,음식점,N,N,음식점,한식,국수,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""11:30 ~ 20:00"",""dayOfWeek"":""월~토"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""15:30 ~ 16:40"",""dayOfWeek"":""월~금"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""15:40 ~ 16:40"",""dayOfWeek"":""토"",""timeEtc"":null}]},{""periodName"":""공휴일"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""11:30 ~ 20:00"",""dayOfWeek"":""월~토"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""15:40 ~ 16:40"",""dayOfWeek"":""월~토"",""timeEtc"":null}]}]","[1, 1, 5, 4, 4, 3, 1, 4, 4, 1, 5, 5, 4, 4, 3, 5, 5, 4, 1, 3, 5, 5]","영업시간 8시까지인거 확인하고 간건데 6시 50분부터 주문 마감이니 빨리 주문하라고 독촉만 3번 받고, 주문 했는데도 일행 대체 언제오냐고 또 3번 물어보고, 일행이 왔더니 계속 왔다갔다하시면서 다먹었는지 확인하시고 면보다 눈칫밥을 먼저 먹어서 헛배 제대로 불렀습니다.그렇게 빨리 영업마감하고 싶으셨으면 영업시간부터 변경하시던가, 좀 바꾸시는게 좋겠네요.매우 기분 나쁨,8시까지 영업시간이라 7시에 저녁먹으러 갔어요. 먼저간 일행한테 언제 시킬거냐 일행은 언제오냐 마감해야한다라며 여러번 재촉했고 제가 도착하니 이제 왔네..이제 왔어..라며 어이없다는듯이 제 뒷담화 하시는거 ㅎㅎ.. 다 들었어요 그럴거면 그냥 6시에 문 닫으세요 너무 기분 나빴어요,,다 좋은데 천원씩내리면 적당할듯토 6-7에 갔는데 만석아녓고화장실 기대이상 깨끗함좀추웟음 들기름막국수 맛잇었음12000,막국수가 정말 맛있네요!!,백촌막국수가 생각나서 갔지만 하위호환그냥 막국수랑 수육기준으로는 나쁘지 않음백촌막국수 생각하고 가면 많이 아쉬움그리고 매우 친절하셨음.,동치미육수가 생각보다 심심합니다. 어디든 먹을 수 있는 평균적인 막국수라 생각되고 특별함은 찾기 어렵습니다,동치미막국수를 드셔야합니다,들기름막국수 비빔막국수 편육 // 맛있는데 쫌 달아요,불친절해서안가지만 한번은 가도 되요1상에 4명이 안잤는데회무침 반찬 더딜라고 해도 안줬는데요즘은 어떤지 모르겠군요8명이 갔는다 반찬 추가 없음1명이 먹느 양 만큼 나왔어요,가게명은 평범하지만 맛은 절대 그렇지 않습니다. 리뷰들 믿고 방문해볼만한 집입니다. 서울 막국수 투어 중인데 가본집들 중에서도 손가락 안에 듭니다. 물막국수 동치미가 시지 않아서 좋아요.,동치미막국수,구수한 메밀면이 너무 맛있다. 평소엔 비빔을 선호하지만 이집에서는 동미치 막국수가 압도적으로 맛있으니 동치미 막국수를 추천함!,,,들기름, 비빔 막국수 양념의 풍미와 간이 훌륭합니다. 면도 너무 좋은 상태로 나왔고, 수육도 너무 풀어지거나 단단하지 않고 맛있습니다. 반찬하나하나 정성들여 만드신게 눈에 보였고 맛있었습니다. 들기름, 비빔을 시켰는데도 동치미를 내어주시는게 정말 좋았습니다. 다른테이블을 보니 비빔에 동치미를 섞어 드시더라구요. 양도 넉넉한 편이어서 사리를 추가 하지 않아도 될 것같습니다.,여기 비빔막국수가 최고,옛날 같지는 않지만, 여전히 손님 오면 데려갈만한 곳,이 겨울 난방도 안해주고 영업시간 3시까지라면서 부모님  식사중이신데 다드셨냐고  재촉하는 정말 이상한 영업집.다신 안가고 싶은집!!!!!!!,동치미 보다는 비빔이 맛있었음. 편육도 맛있음.,강원도 가긴 힘들고 막국수는 먹고싶을 때, 여기!맛있어요!!!,저녁에 가서 다행히 웨이팅 없었고인생 막국수 입니다. 김치랑 명태회무침도 다 맛있어서 설거지하고 왔네요 ㅎㅎ밑에 후기처럼 친절하진 않습니다…","['음식점', '한식', '국수']","['37.5774570636626', '126.816147933842']"
2994,24188406,문배동육칼,37,1117056000,서울특별시,용산구,원효로1동,819.0,음식점>한식>국수,국수,C,음식점,N,N,음식점,한식,국수,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""09:30 ~ 19:30"",""dayOfWeek"":""월~토"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""09:30 ~ 16:00"",""dayOfWeek"":""일"",""timeEtc"":null}]}]","[5, 5, 5, 3, 4, 4, 1, 5, 4, 4, 4, 3, 4, 5, 5, 4, 4]","육게장과 칼국수의 생소한 조합. 하지만 먹어보면 고게를 끄덕이게하는.. 매운걸 싫어하고 잘 안먹지만 고춧가루의 단맛이 어우러진 칼칼함은 스트레스 해소에 도움이 된다.,육개장과 칼국수 면 따로 나와서 육개장을 집중하기에 좋았고 육개장을 푹 끓여냈는지 녹진한 파국물이 제대로 녹여져있습니다. 면발도 좋았고 반찬도 손이 계속 가는 중독의 반찬들이였습니다.,나의 또간집.. 주기적으로 생각나는 집!!,명성에 비해 그냥저냥..,기대이상 거 괜찮은 맛! 친절함,양이 심각하게 배터져요고기 건더기가 진짜 많아요,점점 맛이 없어져서 안가게 되네요,문배동 하면 유카리지.,솔직히 맛은 있었어요,음식은 맛있으나 서빙이 친절하진 않음손님이 많은 시간대도 아니었음,오래전부터 육칼이 유명 했던 곳이라 근처 갈일 있으면 찾게 되는 곳. 맛은 굳이 설명 안해도 되는 육칼의 대표격...(많이 얼큰함)노포의 느낌  그대로 오랜 명맥을 이어온 곳.,맛 이라는건 정말 개취 인걸 한번 더 느낍니다,오랜만에 왔는데 여전히 맛있어요국물도 진하고!!칼국수 따로 주니까 훨씬 좋아요,,세젤맛 육개장,생각보다 맛있고 생각보다 친절한곳..푸욱익은 달달한 파와 얼큰하고 자극적인 국물..따로주는 국수사리도 신의 한수,해장엔 육칼이쥬 포장도 가성비 좋아여. 집에서 칼국수 면만 삶아서 추가하면 2인도 거뜬해요.","['음식점', '한식', '국수']","['37.5366119339674', '126.970324359239']"
2996,7908112,봉산옥,65,1165053000,서울특별시,서초구,서초3동,819.0,음식점>한식>국수,국수,C,음식점,N,N,음식점,한식,국수,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""11:00 ~ 21:50"",""dayOfWeek"":""월~금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""11:00 ~ 21:30"",""dayOfWeek"":""토"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""14:30 ~ 17:00"",""dayOfWeek"":""월~토"",""timeEtc"":null}]}]","[5, 5, 3, 5, 4, 5, 1, 5, 3, 5, 3, 3, 4, 4, 5, 5]","전체적으로 건강을 생각하는 맛이 느껴지는 만두전문점.음식들의 간이 자극적이지 않아 부담없이 먹을 수 있었는데, 만두국이 일반적인 가게에서 맛볼 수 없는 깔끔한 맛이었고, 오징어순대도 만두국과 막걸리와 잘 어울렸습니다.역에서 그리 멀지 않으니, 종종 들려야겠습니다ㅎㅎ,맛있다. 비오는날 생각날 슴슴함! 주차는 가게 앞에 2-3대. 옆에 주차장에 최대6대.,만두 맛은 슴슴하니 괜찮은데 만둣국에 만두 개수가 너무 적어서 가성비가... 왜 미슐랭인지 잘 모르겠음,,맛나요..만두국고 오징어순대도..,한강이남에서 가장 좋은 만두국. 맛과 가격은 좋지만 서비스가 아쉽다고 느낄 때가 있다. 만두국 외의 메뉴들은 모두 아쉽지만 만두국 하나로 맛은 용서된다.,마이너스 5점입니다.1만3천원짜리 만두국 먹다가 썩은 김치 나와서그냥 숟가락 놓고 나왔습니다.""미슈랭 가성비 좋은 맛집""?음식은 최소한 위생 아닐까요?!,만두와 육수 그리고 고기고명 모두 미침,육수 맛있다. 생각만큼 심심한 맛까지는 아니었고 양념섞인 고기를 한번 더 섞어주니 심심하지 않았음.대체적으로 맛은 있었는데, 음식대비 가격이 조금 비싼 느낌이 있었고 만두피가 약간 말라있는 느낌이 있었다. 같이 끓이는게 아니라 만두는 미리 잔뜩 삶아져있고 주문 받으면 육수랑 같이 넣고 끓으면 바로 내어주신 것 같다.그래서 그런 것인지 오히려 만두가 그렇게 인상적이지는 않았던게 아쉬웠음.,만두국 진짜 맛있음. 다른 메뉴는 시망...알밥은 걍 양푼밥에 날치알만 넣었다. 묵밥도 걍 묵만 있다. 네이밍에 충실한 맛...,심심한 만두국맛. 가격에 비해서 만두 갯수가 적음. 가격이 좀 많이 창렬이라서 한번 와본걸로 족할듯. 그래도 만두가 커서 배가 안부른 건 아닌데 이정도 가격이면 만두소가 터질듯 꽉차있어야 하지 않을까….,,생각보단 크지않고 골목에 위치. 가성비는 살짝 아쉬움. 오징어순대 맛남.,슴슴하고 깔끔한 육수의 담백한 이북식 수제만두국이 이집의 대표메뉴 이지만 삯국수나 김치말이 냉국수 등의 면종류들도 특색있는 면발과 은근한 감칠맛이 주는 당김이 있다. 작은가게지만 연이어서 들어오는 손님들도 이집이 끌어당기는 당김이 작동하는 듯 하다.,혼밥 하러 가서 만두국 먹었습니다. 맛있더라구요 ㅎㅎ 불친절하다는 후기 보고 긴장하며 들어갔는데 다들 친절하셨습니다! 가격은 만두국 기준 천원 더올라서 만3천원이더라구요. 처음에 받았을땐 약간 양이 모자르지 않을까 걱정했는데 먹다 보니 적당하다 느껴졌습니다. 재방문의사있습니다 ^^,가성비가 좋지는 않지만 그래도 방문할 이유가 확실히 있다","['음식점', '한식', '국수']","['37.4833223825804', '127.012486841099']"
2997,7948105,성북동집,35,1129052500,서울특별시,성북구,성북동,819.0,음식점>한식>국수,국수,C,음식점,N,N,음식점,한식,국수,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""10:30 ~ 21:00"",""dayOfWeek"":""화~일"",""timeEtc"":null}]}]","[2, 5, 5, 5, 1, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4]","흠...콩국수는 땅콩을 간 것 같고... 진하진 않고요 여기 후기보고 김치만두도 시켰는데... 흠.. 굳이????,몇년째 방문하는 단골집. 그저 존맛탱이라는 말 밖에. 바지락칼국수보다 사골칼구수를 선호하는 1인으로서 너무 애정하는 식당이다. 김치, 만두, 양념장도 다 너무 맛있고, 김치 리필도 완전 잘해주신다,사진 어따놨는지 못 찾겠네.긴말 필요없이 김치만두 인생 No.1,만두 진짜 맛있어요… 하,진짜 불친절의 끝을 보고 왔습니다.참다참다 원래 이렇게 불친절 하시냐 물었는데아 예 이러고 가시는 거 보고 할말 잃었네요. 이정도 맛이면 솔직히 서울에 널렸는데굳이 여기까지 찾아갈 이유는 없는 것 같네요.,,칼만두 맛나요~,최고,괜찮음.  비싼편. 수육도 일품임. 비싸서그렇지,맛있음,매주 생각나는 맛입니다. 국물 맛은 슴슴하나 쫄깃한 면발과 김치맛이 정말 치트키! 그 맛을 못 잃어 비싸도 자주 가게됩니다,맛있고 친절하고 깔끔합니다 !,만두가 담백해서 맛있어용,넘 맛있다,담백하고 맛있어요! 포장해 가서 먹어도 맛있어요!,만두진짜담백하고맛있어요칼만두국먹었는데다대기걷어내고먹었는데도조큼짭짤합니다곁들여먹는김치도맛있어요","['음식점', '한식', '국수']","['37.59444872112262', '126.9956745224129']"
2999,9011542,밀란국수,27,1168069000,서울특별시,강남구,개포4동,819.0,음식점>한식>국수,국수,C,음식점,N,N,음식점,한식,국수,,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""10:40 ~ 21:10"",""dayOfWeek"":""매일"",""timeEtc"":null},{""timeName"":""라스트오더"",""timeSE"":""~ 20:30"",""dayOfWeek"":""매일"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""15:30 ~ 17:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 5, 1, 5, 3, 5, 5, 4, 5, 5, 5]","많은 사람이 이렇게나 다양하게 시키는 건 모든 메뉴가 다 맛있다는 거 아닐까  콩국수와 메밀전 정말 맛있게 먹었어요,이 집 콩국수 폼 미쳐따이,콩국수존맛탱....ㅇㅈ,굳이 찾아가서 먹을맛은 아닌듯서비스도 별로고,,,,음식이 깔끔하고 맛있습니다.사람이 많아 저는 타이밍 잘 맞춰서 갑니다.친절하시고 주차관리도 해주시구요.계속 맛있는 음식 부탁드립니다,,콩국수가 최고죠,야채도 싱싱하고 모든 재료들이 건강해보입니다. 매번 샤브샤브만 먹었는데 다른 메뉴들도 믿고 도전해보려구요!,,,맛있어요,Good코다리찜","['음식점', '한식', '국수']","['37.4785374820562', '127.04912564342']"
3001,17361048,프라자손칼국수,155,1171063200,서울특별시,송파구,가락2동,25505.0,음식점>한식>국수>칼국수,칼국수,C,음식점,N,N,음식점,한식,국수,칼국수,,[],"[5, 5, 2, 3, 4, 5, 2, 1, 2, 5, 5, 3, 3, 5, 4, 5]","국물이 진하고 감칠맛 있어요. 김치도 맛있습니다손칼국수,칼국수도 맛나지만 수제비... 최고,누가맛집이래이씨,조미료맛 너무 납니다... 조미료도 적당히 넣으면 맛있는데 들이부어서 그런가 입이 너무 텁텁해요,,,평범한 맛입니다. 조미료맛은 별로 안나고 면발은 꼬들꼬들하게 익힘. 양은 많은 편.,칼국수는 맛있어요면이 쫄깃하고 좋아요근데 조미료 맛이 많이 나서 금방 물려요그리고 콩국수가 만원인데...면을 칼국수 면이랑 똑같은걸 쓰셔서면이 엄청 두껍거든요차가운 콩국수로 먹기엔면이 돌덩이처럼 씹히지를 않아서먹지도 못하고 다 남겼네요...콩국물도 비릿하고 이상했어요저는 매우 불만족스러운 식사였습니다.,맛은 있는데요, 매장에 에어컨도 없고..무엇보다 위생관념이;서빙해주시는 분이 쟁반도 없이 그릇 그냥 맨손으로 들고 오시는데, 반창고 붙인 손가락이 국물에 들어가든말든 걍 서빙하시더라구요..드러워죽겠네요,콩국수가격 : 1만원따로 소금쳐서 먹을 필요없이 콩물에 적당히 간이 되어있습니다.100% 국내산 증평 콩을 사용한다고하니이정도가격이 납득이 됩니다.요즘 유행하는 아몬드, 호두등을 모두 갈아넣어서 걸쭉한 형태가 아닌 옛날방식처럼 농도가 적당합니다.면은 칼국수에 들어가는 면과 동일한데 다른 콩국수 집에서는 못느끼는 씹는맛이 있습니다.여기는 칼국수, 수제비 등 다른 메뉴도 맛있구요가게 사장님도 친절하십니다.,만족스러운 한끼 해결!,동네 칼국수집맛이에요,친절하고 칼국수 맛도 괜찮고 한데, 면이 다 떡져있는건 좀 별로. 옆에서 직접 만들고 계시던데.. 칼국수 안에 면이 여자 주먹만한게 세네뭉텅이 뭉쳐있음;(그만큼 면이 많기도 함),너무 맛있어요!!!담엔 수제비 먹으러 가야딩!!☺☺,칼국수.겉저리김치추천;우중충한날 칼국수가 드시고싶다면비추천;조미료가싫고 칼국수는 바지락칼국수가최고라는분상가주차장이용점심때 대기있음.회전은빠름,조미료 맛인지 재료의 맛인지는 모르겠지만,저는 맛있네요.","['음식점', '한식', '국수', '칼국수']","['37.492949051807116', '127.13404380205927']"
3003,659595123,등촌 최월선칼국수,15,1150052000,서울특별시,강서구,등촌1동,25505.0,음식점>한식>국수>칼국수,칼국수,C,음식점,N,N,음식점,한식,국수,칼국수,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""11:30 ~ 21:30"",""dayOfWeek"":""매일"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""16:00 ~ 17:00"",""dayOfWeek"":""토,일"",""timeEtc"":null}]}]","[5, 4, 5, 1, 5, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5]","사장님 맛잘알...,,웨이팅없이 먹어서 그런가? 아쉬운 점 없었어요. 전부 만족합니다!,기분나쁘게 불친절하셨어요. 2층 못올라가는 노인은 식사하러도 못가는건지 안내도 불친절하시더니 다른 테이블에서 험담은 왜하시는건지. 등촌칼국수 좋아하셔서 일부러 찾아갔는데 기다리더라도 드시고 싶었던 마음이 그렇게도 언짢았던 일이었는지 몰랐네요.,역시 원조의 맛. 맛있음. 정말 맛있는 버섯매운탕. 주차 공간이 별로 없는게 아쉽지만, 맛있고, 친절하고, 가격도 착함.,터프하고 정감있는 노포스타일.. 맛은 버섯칼국수 맛입니다. 근처라면 방문해도 좋을듯.,버섯칼국수의 시조,아주 만족합니다 맛있게 먹었습니다,다른 버섯칼국수 식당들이랑 정말 다름 정말 맛있음 냄비 하나에 한국인이 좋아하는 맛을 꽉꽉 때려넣었다. 먹고 나면 종일 몸 안팎에서 마늘냄새 진동하니 그 점을 고려해 스케쥴을 짜야 한다,진짜 너무 맛있네요 사장님도 친절하시고..하 진짜 너무 맛있게 잘먹었습니다.,,확실히 원조는 디테일이 살아있긴 하네요.,20년 전부터 이용한 가게인데 맛은 다른 버섯매운탕 가게보다 확연히 맛있습니다. 멀리서 지인이 놀러오면 일부러 여길 데리고 올 정도로 맛있구요. 참고하실 사항은 친절을 기대하시면 안되고 주차도 전용 주차장이 없어 매우 불편하실 겁니다.,버섯 매운탕 칼국수 볶음밥까지 가성비 좋고 맛있습니다고기 토핑은 취급 안 합니다 여기는다만 다른 등촌 브랜드랑 비교해서 특별하게 우월한 점은 모르겠네요웨이팅 많고 매장은 다소 소란스럽습니다,칼국수,굿굿,금요일 저녁 6:30에 도착했는데 30분 정도 기다려서 먹었어요영업시간이 8시까지라7시 전에는 도착해야 드실 수 있을 것 같아요!제 뒤로 줄 서 계신분들까지만 손님 받으시더라구요앉자마자 음식 나오고김치나 칼국수나 둘 다음식이 좀 단 편이긴한데 넘 맛있어요,매주 가고 싶은 집","['음식점', '한식', '국수', '칼국수']","['37.556017338397005', '126.85672147504262']"
3004,16047820,홍은손칼국수전문점,128,1141066000,서울특별시,서대문구,홍은1동,25505.0,음식점>한식>국수>칼국수,칼국수,C,음식점,N,N,음식점,한식,국수,칼국수,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""09:00 ~ 17:00"",""dayOfWeek"":""월~토"",""timeEtc"":null}]}]","[3, 3, 3, 1, 1, 4, 2, 5, 5, 4, 5, 5, 4, 4, 3, 4, 5]","나는 ㄹㅇ 잘 몰것다.... 바지락칼국수가 취향이라..이거 거의 면이 새끼치는것처럼 급속도로 붇는데.. 불어가는 면발을 내가 먹는 속도로 감당할수가 없었음김치는 맛있음,엄격한 미식가 왔다감맛으로만 놓고보면 괜찮습니다하지만? 칼국수의 관점에서 본다면죽에 가까운 면발칼국수는 사실 면발낫 배드전국팔도에서 올 것까진 없다,친구추억의 맛집이라는데 뜨끈한 사골 국물에 씹을 것도 없이 넘어가는 면발, 날달걀 넣는점이 특이함,짜고 걸쭉하기만 한 밀가루죽 밀가루풀맛없는 김치 퍼진 면 좋아하는데 여긴 퍼지다 못해 풀어져서 뚝뚝 끊기는 면,방문방지,맛있어요 퍼진면 싫으면 불호 일수도 있어요 그래도 소화 잘 되고 양도 많고 국물도 녹진해요. 근데 항상 너무 늦게 나와요 점심이나 주말에 가면 20분 이상 꼭 걸림,숟가락으로 먹었어요.,손칼국수,속도 편하고 너무 맛있어요!,전형적인 칼국수는 아니지만 집에 오면 가끔 생각나는 괜찮은 식당,혼밥,,처음엔 별로인것 같더니, 한두번 가게되니 가끔 생각이 납니다. 국물이 전분으로 걸죽한 스타일의 칼국수입니다. 뜨거워서 입데이기 십상이니 조심히 드시길.,11시에 가시는 걸 추천,가게가 활발히 돌아가는 점심 때에 가야 할 듯.16시에 방문하니 국물과 면이 하나가 돼 후루룩 마실 수도 없고 숟가락으로 퍼먹게 됨.하지만 맛은 있다는 거....,홀 위생이나 친절도는 다소 아쉽지만 맛이 모든 걸 상쇄합니다.추운 날 가장 먼저 떠오르는 칼국수집입니다.,역대급 손칼국수 생계란 넣고 휘휘 저어 먹으면 천상의 맛 김치도 너무 적절 먹어본 칼국수 중에 제일 맛있음.. 오후 한.. 세시 이후에 오면 재료소진으로 못먹을 가능성 많음","['음식점', '한식', '국수', '칼국수']","['37.594003972603', '126.946002057662']"
3006,8738908,맛있는칼국수,20,1141072000,서울특별시,서대문구,북가좌2동,25505.0,음식점>한식>국수>칼국수,칼국수,C,음식점,N,N,음식점,한식,국수,칼국수,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""11:00 ~ 20:20"",""dayOfWeek"":""월~토"",""timeEtc"":null},{""timeName"":""휴게시간"",""timeSE"":""15:20 ~ 17:00"",""dayOfWeek"":""월~토"",""timeEtc"":null}]}]","[5, 5, 5, 5, 3, 5, 1, 5, 4, 4, 3, 5, 5, 3, 5, 4, 4, 3]","팥러버로써 여기 팥죽 찐입니다 대기가 좀 있어요 ㅠㅠ 칼국수도 시원하이 굳이에요,이름 그대로 입니다. 돈 아깝지 않은 음식 퀄리티, 양,김치 먹으러 갑니다! 물론 칼국수도 맛있어요.,새알팥죽 12000 👍만두 9000 👍,국물은 맛있는데 차라리 양을 줄이고 가격을 내리세요. 그냥 평타,여기 팥칼국수 진짜 맛있어요!,바지락칼국수 10000원,이 동네 칼국수 본좌,,예전 해물칼국수로 팔던 시절에 진짜 맛있었는데.. 나름 유명해지며 손님 많아지니 약간씩 초심을 잃어 가는 느낌~ ;; 그래도 메인 메뉴 앞서 주는 보리밥은 열무김치 비벼 먹으면 진짜 맛있음~,그냥 먹을만한데 기다려서 먹을정돈 전혀 아니에요 바지락이 가격대비 엄청 많은것도 아니고 김치가 엄청 맛있지도 않아요. 팥칼국수는 안먹어봐서 모르겠는데 직접 쑤는거 같던데 그거때문에 평점이 높은건지.. 바지락칼국수는 아무튼 그정도로 기다릴 정돈 아닙니다. 평범,바지락칼국수. 군침도는 색깔의 녹색면과 탱글한 바지락, 딱 재료맛의 국물, 감칠맛 나는 김치와 열무김치.,,바지락칼국수 먹어본바 바지락 해감좀 제대로 했으면함 모래가 씹히는데 ….. 그것만해결되면 추천할만함,바지락칼국수는 담백하고 자극적이 않은 맛입니다. 겉절이와 같이드신다면 정말 맛있게 드실수있습니다. 왕만두 또한 깔끔하여 배부르게 먹어도 속이 괜찮습니다. 최고입니다. 다시 방문할 의향이 있습니다.,칼국수 나오기전 나오는 보리밥이 맛있어요가격은 1만원이라 조금 비싼감이 있네요국물맛은 너구리라면 진한맛?이 좀 나네요 아마 육수낼때 바지락과 다시마를 많이 넣으시나봐요주차는 가게뒤 골목에다 했습니다,만두가 맛있어요,가격이 너무 비싸요~ 차라리 가격을 반으로 낮추고 양도 조금 줄여서 팔면 더 자주 갈텐데 아쉬움.","['음식점', '한식', '국수', '칼국수']","['37.5818826343384', '126.908890423841']"
